state,indicator,cycle,index_value
AZ,Input prices,202506,70.0
AZ,Future performance,202506,53.3
AZ,Future employees,202506,50.1
AZ,Future hours,202506,49.5
AZ,Future delivery time,202506,54.0
AZ,Future demand,202506,49.2
AZ,Future output prices,202506,63.0
AZ,Future input prices,202506,75.0
CA,Current performance,202506,49.1
CA,Revenues,202506,37.7
CA,Employees,202506,46.4
CA,Hours,202506,43.8
CA,Delivery time,202506,51.3
CA,Demand,202506,40.4
CA,Output prices,202506,55.0
CA,Input prices,202506,69.5
CA,Future performance,202506,49.5
CA,Future employees,202506,49.9
CA,Future hours,202506,50.0
CA,Future delivery time,202506,54.5
CA,Future demand,202506,49.5
CA,Future output prices,202506,62.1
CA,Future input prices,202506,74.6
CO,Current performance,202506,52.9
CO,Revenues,202506,43.5
CO,Employees,202506,47.3
CO,Hours,202506,45.8
CO,Delivery time,202506,52.8
CO,Demand,202506,44.7
CO,Output prices,202506,55.1
CO,Input prices,202506,69.3
CO,Future performance,202506,53.2
CO,Future employees,202506,53.9
CO,Future hours,202506,55.0
CO,Future delivery time,202506,57.8
CO,Future demand,202506,56.1
CO,Future output prices,202506,63.5
CO,Future input prices,202506,76.7
CT,Current performance,202506,55.0
CT,Revenues,202506,39.2
CT,Employees,202506,47.5
CT,Hours,202506,44.2
CT,Delivery time,202506,49.2
CT,Demand,202506,44.0
CT,Output prices,202506,58.5
CT,Input prices,202506,70.2
CT,Future performance,202506,54.5
CT,Future employees,202506,51.9
CT,Future hours,202506,52.4
CT,Future delivery time,202506,54.5
CT,Future demand,202506,53.2
CT,Future output prices,202506,64.4
CT,Future input prices,202506,76.3
DC,Current performance,202506,55.9
DC,Revenues,202506,34.9
DC,Employees,202506,43.9
DC,Hours,202506,44.0
DC,Delivery time,202506,61.5
DC,Demand,202506,35.7
DC,Output prices,202506,55.0
DC,Input prices,202506,67.3
DC,Future performance,202506,55.8
DC,Future employees,202506,51.7
DC,Future hours,202506,52.1
DC,Future delivery time,202506,42.5
DC,Future demand,202506,52.1
DC,Future output prices,202506,54.8
DC,Future input prices,202506,72.7
DE,Current performance,202506,50.3
DE,Revenues,202506,42.2
DE,Employees,202506,47.2
DE,Hours,202506,46.8
DE,Delivery time,202506,52.7
DE,Demand,202506,42.8
DE,Output prices,202506,55.0
DE,Input prices,202506,66.3
DE,Future performance,202506,51.7
DE,Future employees,202506,49.9
DE,Future hours,202506,46.9
DE,Future delivery time,202506,51.3
DE,Future demand,202506,51.9
DE,Future output prices,202506,65.5
DE,Future input prices,202506,78.5
FL,Current performance,202506,51.8
FL,Revenues,202506,39.7
FL,Employees,202506,47.1
FL,Hours,202506,45.5
FL,Delivery time,202506,52.4
FL,Demand,202506,42.8
FL,Output prices,202506,56.6
FL,Input prices,202506,68.6
FL,Future performance,202506,51.3
FL,Future employees,202506,50.4
FL,Future hours,202506,49.3
FL,Future delivery time,202506,55.1
FL,Future demand,202506,50.0
FL,Future output prices,202506,61.9
FL,Future input prices,202506,73.3
GA,Current performance,202506,55.3
GA,Revenues,202506,45.2
GA,Employees,202506,48.4
GA,Hours,202506,47.3
GA,Delivery time,202506,52.1
GA,Demand,202506,46.4
GA,Output prices,202506,56.4
GA,Input prices,202506,68.8
GA,Future performance,202506,56.1
GA,Future employees,202506,52.7
GA,Future hours,202506,52.7
GA,Future delivery time,202506,53.6
GA,Future demand,202506,54.6
GA,Future output prices,202506,63.0
GA,Future input prices,202506,70.4
HI,Current performance,202506,53.9
HI,Revenues,202506,43.8
HI,Employees,202506,49.4
HI,Hours,202506,47.1
HI,Delivery time,202506,55.5
HI,Demand,202506,44.9
HI,Output prices,202506,55.8
HI,Input prices,202506,75.0
HI,Future performance,202506,51.7
HI,Future employees,202506,53.5
HI,Future hours,202506,50.6
HI,Future delivery time,202506,56.6
HI,Future demand,202506,50.9
HI,Future output prices,202506,65.2
HI,Future input prices,202506,80.5
IA,Current performance,202506,53.6
IA,Revenues,202506,40.3
IA,Employees,202506,46.7
IA,Hours,202506,42.2
IA,Delivery time,202506,51.6
IA,Demand,202506,45.7
IA,Output prices,202506,53.9
IA,Input prices,202506,65.7
IA,Future performance,202506,54.9
IA,Future employees,202506,53.3
IA,Future hours,202506,52.6
IA,Future delivery time,202506,53.5
IA,Future demand,202506,57.0
IA,Future output prices,202506,64.2
IA,Future input prices,202506,75.0
ID,Current performance,202506,51.6
ID,Revenues,202506,42.3
ID,Employees,202506,47.3
ID,Hours,202506,43.6
ID,Delivery time,202506,51.0
ID,Demand,202506,44.8
ID,Output prices,202506,55.9
ID,Input prices,202506,68.0
ID,Future performance,202506,53.5
ID,Future employees,202506,56.0
ID,Future hours,202506,58.5
ID,Future delivery time,202506,57.3
ID,Future demand,202506,62.0
ID,Future output prices,202506,64.3
ID,Future input prices,202506,74.1
IL,Current performance,202506,50.9
IL,Revenues,202506,38.8
IL,Employees,202506,46.6
IL,Hours,202506,44.1
IL,Delivery time,202506,53.0
IL,Demand,202506,40.7
IL,Output prices,202506,53.8
IL,Input prices,202506,70.6
IL,Future performance,202506,51.5
IL,Future employees,202506,52.7
IL,Future hours,202506,52.7
IL,Future delivery time,202506,55.3
IL,Future demand,202506,54.0
IL,Future output prices,202506,62.9
IL,Future input prices,202506,73.6
IN,Current performance,202506,52.8
IN,Revenues,202506,42.8
IN,Employees,202506,47.7
IN,Hours,202506,46.3
IN,Delivery time,202506,54.0
IN,Demand,202506,47.4
IN,Output prices,202506,55.9
IN,Input prices,202506,69.4
IN,Future performance,202506,54.2
IN,Future employees,202506,53.0
IN,Future hours,202506,53.2
IN,Future delivery time,202506,56.4
IN,Future demand,202506,54.7
IN,Future output prices,202506,64.7
IN,Future input prices,202506,75.2
KS,Current performance,202506,55.6
KS,Revenues,202506,44.1
KS,Employees,202506,49.2
KS,Hours,202506,47.5
KS,Delivery time,202506,57.5
KS,Demand,202506,48.4
KS,Output prices,202506,57.9
KS,Input prices,202506,70.6
KS,Future performance,202506,56.8
KS,Future employees,202506,52.6
KS,Future hours,202506,55.2
KS,Future delivery time,202506,56.6
KS,Future demand,202506,57.4
KS,Future output prices,202506,65.9
KS,Future input prices,202506,77.1
KY,Current performance,202506,54.0
KY,Revenues,202506,46.8
KY,Employees,202506,49.2
KY,Hours,202506,48.1
KY,Delivery time,202506,54.7
KY,Demand,202506,44.4
KY,Output prices,202506,55.4
KY,Input prices,202506,70.8
KY,Future performance,202506,54.6
KY,Future employees,202506,53.0
KY,Future hours,202506,51.6
KY,Future delivery time,202506,53.7
KY,Future demand,202506,52.8
KY,Future output prices,202506,65.8
KY,Future input prices,202506,75.1
LA,Current performance,202506,56.0
LA,Revenues,202506,43.3
LA,Employees,202506,46.1
LA,Hours,202506,45.8
LA,Delivery time,202506,54.9
LA,Demand,202506,44.6
LA,Output prices,202506,55.5
LA,Input prices,202506,67.5
LA,Future performance,202506,54.7
LA,Future employees,202506,52.0
LA,Future hours,202506,52.0
LA,Future delivery time,202506,52.1
LA,Future demand,202506,53.2
LA,Future output prices,202506,58.7
LA,Future input prices,202506,71.6
MA,Current performance,202506,52.4
MA,Revenues,202506,40.9
MA,Employees,202506,46.1
MA,Hours,202506,45.5
MA,Delivery time,202506,51.9
MA,Demand,202506,43.6
MA,Output prices,202506,56.1
MA,Input prices,202506,70.0
MA,Future performance,202506,52.8
MA,Future employees,202506,54.0
MA,Future hours,202506,52.6
MA,Future delivery time,202506,55.1
MA,Future demand,202506,49.8
MA,Future output prices,202506,66.0
MA,Future input prices,202506,78.9
MD,Current performance,202506,52.1
MD,Revenues,202506,38.8
MD,Employees,202506,47.3
MD,Hours,202506,45.3
MD,Delivery time,202506,49.8
MD,Demand,202506,42.7
MD,Output prices,202506,54.5
MD,Input prices,202506,68.9
MD,Future performance,202506,53.7
MD,Future employees,202506,53.6
MD,Future hours,202506,52.6
MD,Future delivery time,202506,55.3
MD,Future demand,202506,53.6
MD,Future output prices,202506,61.7
MD,Future input prices,202506,73.7
ME,Current performance,202506,56.9
ME,Revenues,202506,40.0
ME,Employees,202506,46.0
ME,Hours,202506,43.9
ME,Delivery time,202506,51.8
ME,Demand,202506,44.9
ME,Output prices,202506,57.2
ME,Input prices,202506,68.6
ME,Future performance,202506,57.8
ME,Future employees,202506,59.5
ME,Future hours,202506,60.7
ME,Future delivery time,202506,53.5
ME,Future demand,202506,59.5
ME,Future output prices,202506,65.7
ME,Future input prices,202506,79.1
MI,Current performance,202506,53.3
MI,Revenues,202506,41.5
MI,Employees,202506,47.6
MI,Hours,202506,45.7
MI,Delivery time,202506,52.3
MI,Demand,202506,44.3
MI,Output prices,202506,55.5
MI,Input prices,202506,68.9
MI,Future performance,202506,54.7
MI,Future employees,202506,55.3
MI,Future hours,202506,56.2
MI,Future delivery time,202506,56.5
MI,Future demand,202506,56.4
MI,Future output prices,202506,65.3
MI,Future input prices,202506,75.4
MN,Current performance,202506,52.5
MN,Revenues,202506,43.4
MN,Employees,202506,47.8
MN,Hours,202506,46.9
MN,Delivery time,202506,52.1
MN,Demand,202506,46.4
MN,Output prices,202506,56.9
MN,Input prices,202506,71.3
MN,Future performance,202506,53.1
MN,Future employees,202506,53.0
MN,Future hours,202506,55.8
MN,Future delivery time,202506,55.3
MN,Future demand,202506,55.4
MN,Future output prices,202506,67.5
MN,Future input prices,202506,78.7
MO,Current performance,202506,55.5
MO,Revenues,202506,45.0
MO,Employees,202506,49.7
MO,Hours,202506,47.4
MO,Delivery time,202506,54.4
MO,Demand,202506,47.7
MO,Output prices,202506,59.3
MO,Input prices,202506,71.2
MO,Future performance,202506,56.5
MO,Future employees,202506,52.6
MO,Future hours,202506,51.5
MO,Future delivery time,202506,55.0
MO,Future demand,202506,58.7
MO,Future output prices,202506,66.1
MO,Future input prices,202506,76.7
MS,Current performance,202506,55.8
MS,Revenues,202506,48.7
MS,Employees,202506,50.5
MS,Hours,202506,49.2
MS,Delivery time,202506,54.3
MS,Demand,202506,49.8
MS,Output prices,202506,54.2
MS,Input prices,202506,65.5
MS,Future performance,202506,57.3
MS,Future employees,202506,52.9
MS,Future hours,202506,53.2
MS,Future delivery time,202506,55.9
MS,Future demand,202506,57.3
MS,Future output prices,202506,63.5
MS,Future input prices,202506,67.5
MT,Current performance,202506,60.0
MT,Revenues,202506,44.3
MT,Employees,202506,48.4
MT,Hours,202506,48.4
MT,Delivery time,202506,56.8
MT,Demand,202506,48.6
MT,Output prices,202506,55.4
MT,Input prices,202506,69.5
MT,Future performance,202506,57.8
MT,Future employees,202506,56.9
MT,Future hours,202506,56.6
MT,Future delivery time,202506,57.9
MT,Future demand,202506,60.6
MT,Future output prices,202506,68.4
MT,Future input prices,202506,77.9
NC,Current performance,202506,54.0
NC,Revenues,202506,43.6
NC,Employees,202506,48.1
NC,Hours,202506,47.0
NC,Delivery time,202506,53.1
NC,Demand,202506,46.7
NC,Output prices,202506,55.8
NC,Input prices,202506,67.2
NC,Future performance,202506,56.0
NC,Future employees,202506,54.0
NC,Future hours,202506,54.8
NC,Future delivery time,202506,57.3
NC,Future demand,202506,55.4
NC,Future output prices,202506,67.0
NC,Future input prices,202506,75.6
ND,Current performance,202506,53.4
ND,Revenues,202506,40.6
ND,Employees,202506,46.8
ND,Hours,202506,44.1
ND,Delivery time,202506,54.5
ND,Demand,202506,41.7
ND,Output prices,202506,57.6
ND,Input prices,202506,72.8
ND,Future performance,202506,51.1
ND,Future employees,202506,52.1
ND,Future hours,202506,52.1
ND,Future delivery time,202506,51.9
ND,Future demand,202506,53.7
ND,Future output prices,202506,69.5
ND,Future input prices,202506,75.4
NE,Current performance,202506,56.2
NE,Revenues,202506,42.9
NE,Employees,202506,46.9
NE,Hours,202506,44.8
NE,Delivery time,202506,54.1
NE,Demand,202506,48.8
NE,Output prices,202506,57.2
NE,Input prices,202506,71.0
NE,Future performance,202506,56.3
NE,Future employees,202506,51.3
NE,Future hours,202506,56.6
NE,Future delivery time,202506,55.4
NE,Future demand,202506,56.1
NE,Future output prices,202506,67.2
NE,Future input prices,202506,73.1
NH,Current performance,202506,55.2
NH,Revenues,202506,44.1
NH,Employees,202506,46.1
NH,Hours,202506,44.7
NH,Delivery time,202506,51.7
NH,Demand,202506,43.4
NH,Output prices,202506,54.9
NH,Input prices,202506,72.3
NH,Future performance,202506,56.0
NH,Future employees,202506,54.7
NH,Future hours,202506,57.7
NH,Future delivery time,202506,57.3
NH,Future demand,202506,56.4
NH,Future output prices,202506,69.9
NH,Future input prices,202506,79.4
NJ,Current performance,202506,49.6
NJ,Revenues,202506,39.7
NJ,Employees,202506,46.8
NJ,Hours,202506,44.6
NJ,Delivery time,202506,52.0
NJ,Demand,202506,41.1
NJ,Output prices,202506,56.2
NJ,Input prices,202506,68.3
NJ,Future performance,202506,48.8
NJ,Future employees,202506,51.3
NJ,Future hours,202506,49.7
NJ,Future delivery time,202506,53.9
NJ,Future demand,202506,48.9
NJ,Future output prices,202506,62.2
NJ,Future input prices,202506,71.8
NM,Current performance,202506,53.8
NM,Revenues,202506,39.6
NM,Employees,202506,43.5
NM,Hours,202506,45.8
NM,Delivery time,202506,52.0
NM,Demand,202506,43.0
NM,Output prices,202506,55.1
NM,Input prices,202506,66.2
NM,Future performance,202506,50.7
NM,Future employees,202506,48.6
NM,Future hours,202506,47.6
NM,Future delivery time,202506,54.4
NM,Future demand,202506,48.3
NM,Future output prices,202506,60.7
NM,Future input prices,202506,73.9
NV,Current performance,202506,51.9
NV,Revenues,202506,36.8
NV,Employees,202506,45.3
NV,Hours,202506,46.0
NV,Delivery time,202506,52.8
NV,Demand,202506,42.2
NV,Output prices,202506,54.9
NV,Input prices,202506,69.0
NV,Future performance,202506,53.5
NV,Future employees,202506,51.7
NV,Future hours,202506,51.4
NV,Future delivery time,202506,56.1
NV,Future demand,202506,52.3
NV,Future output prices,202506,63.4
NV,Future input prices,202506,72.1
NY,Current performance,202506,50.9
NY,Revenues,202506,39.7
NY,Employees,202506,47.0
NY,Hours,202506,46.3
NY,Delivery time,202506,52.3
NY,Demand,202506,43.5
NY,Output prices,202506,54.3
NY,Input prices,202506,68.0
NY,Future performance,202506,50.4
NY,Future employees,202506,51.4
NY,Future hours,202506,51.2
NY,Future delivery time,202506,55.4
NY,Future demand,202506,50.8
NY,Future output prices,202506,62.2
NY,Future input prices,202506,73.5
OH,Current performance,202506,55.9
OH,Revenues,202506,45.2
OH,Employees,202506,47.1
OH,Hours,202506,46.0
OH,Delivery time,202506,53.0
OH,Demand,202506,47.5
OH,Output prices,202506,57.9
OH,Input prices,202506,70.5
OH,Future performance,202506,55.7
OH,Future employees,202506,55.6
OH,Future hours,202506,54.9
OH,Future delivery time,202506,54.4
OH,Future demand,202506,57.7
OH,Future output prices,202506,68.4
OH,Future input prices,202506,78.5
OK,Current performance,202506,59.1
OK,Revenues,202506,44.9
OK,Employees,202506,50.9
OK,Hours,202506,49.0
OK,Delivery time,202506,52.7
OK,Demand,202506,49.8
OK,Output prices,202506,56.0
OK,Input prices,202506,68.5
OK,Future performance,202506,59.7
OK,Future employees,202506,54.3
OK,Future hours,202506,54.9
OK,Future delivery time,202506,55.0
OK,Future demand,202506,58.3
OK,Future output prices,202506,60.4
OK,Future input prices,202506,71.2
OR,Current performance,202506,50.9
OR,Revenues,202506,40.3
OR,Employees,202506,47.6
OR,Hours,202506,44.0
OR,Delivery time,202506,52.6
OR,Demand,202506,45.1
OR,Output prices,202506,56.0
OR,Input prices,202506,69.8
OR,Future performance,202506,53.0
OR,Future employees,202506,54.2
OR,Future hours,202506,52.7
OR,Future delivery time,202506,56.4
OR,Future demand,202506,56.1
OR,Future output prices,202506,68.1
OR,Future input prices,202506,77.6
PA,Current performance,202506,52.7
PA,Revenues,202506,41.2
PA,Employees,202506,46.7
PA,Hours,202506,46.1
PA,Delivery time,202506,52.0
PA,Demand,202506,43.7
PA,Output prices,202506,55.8
PA,Input prices,202506,67.5
PA,Future performance,202506,53.0
PA,Future employees,202506,52.7
PA,Future hours,202506,52.2
PA,Future delivery time,202506,56.2
PA,Future demand,202506,53.6
PA,Future output prices,202506,65.2
PA,Future input prices,202506,75.0
RI,Current performance,202506,56.2
RI,Revenues,202506,43.6
RI,Employees,202506,50.1
RI,Hours,202506,44.6
RI,Delivery time,202506,52.5
RI,Demand,202506,43.1
RI,Output prices,202506,54.6
RI,Input prices,202506,69.7
RI,Future performance,202506,54.2
RI,Future employees,202506,53.9
RI,Future hours,202506,56.4
RI,Future delivery time,202506,54.9
RI,Future demand,202506,56.7
RI,Future output prices,202506,65.9
RI,Future input prices,202506,76.7
SC,Current performance,202506,55.0
SC,Revenues,202506,42.9
SC,Employees,202506,47.8
SC,Hours,202506,48.3
SC,Delivery time,202506,51.6
SC,Demand,202506,47.5
SC,Output prices,202506,54.7
SC,Input prices,202506,69.7
SC,Future performance,202506,56.6
SC,Future employees,202506,55.9
SC,Future hours,202506,53.8
SC,Future delivery time,202506,53.6
SC,Future demand,202506,56.0
SC,Future output prices,202506,63.7
SC,Future input prices,202506,74.2
SD,Current performance,202506,52.7
SD,Revenues,202506,40.0
SD,Employees,202506,47.7
SD,Hours,202506,44.6
SD,Delivery time,202506,50.7
SD,Demand,202506,47.2
SD,Output prices,202506,57.3
SD,Input prices,202506,65.3
SD,Future performance,202506,55.4
SD,Future employees,202506,55.7
SD,Future hours,202506,59.0
SD,Future delivery time,202506,55.0
SD,Future demand,202506,56.7
SD,Future output prices,202506,65.9
SD,Future input prices,202506,69.7
TN,Current performance,202506,57.6
TN,Revenues,202506,45.4
TN,Employees,202506,47.7
TN,Hours,202506,49.4
TN,Delivery time,202506,52.1
TN,Demand,202506,49.0
TN,Output prices,202506,54.6
TN,Input prices,202506,65.1
TN,Future performance,202506,58.5
TN,Future employees,202506,56.2
TN,Future hours,202506,55.6
TN,Future delivery time,202506,54.9
TN,Future demand,202506,58.2
TN,Future output prices,202506,62.9
TN,Future input prices,202506,71.1
TX,Current performance,202506,49.9
TX,Revenues,202506,41.5
TX,Employees,202506,46.6
TX,Hours,202506,46.0
TX,Delivery time,202506,52.0
TX,Demand,202506,44.2
TX,Output prices,202506,55.2
TX,Input prices,202506,68.8
TX,Future performance,202506,51.5
TX,Future employees,202506,52.3
TX,Future hours,202506,52.1
TX,Future delivery time,202506,54.2
TX,Future demand,202506,53.4
TX,Future output prices,202506,61.8
TX,Future input prices,202506,73.3
UT,Current performance,202506,55.0
UT,Revenues,202506,43.2
UT,Employees,202506,49.8
UT,Hours,202506,47.3
UT,Delivery time,202506,54.0
UT,Demand,202506,45.9
UT,Output prices,202506,56.8
UT,Input prices,202506,69.2
UT,Future performance,202506,56.8
UT,Future employees,202506,56.4
UT,Future hours,202506,56.3
UT,Future delivery time,202506,57.1
UT,Future demand,202506,55.6
UT,Future output prices,202506,67.4
UT,Future input prices,202506,74.8
VA,Current performance,202506,54.0
VA,Revenues,202506,39.0
VA,Employees,202506,46.8
VA,Hours,202506,45.0
VA,Delivery time,202506,52.7
VA,Demand,202506,43.0
VA,Output prices,202506,54.2
VA,Input prices,202506,69.0
VA,Future performance,202506,53.4
VA,Future employees,202506,52.5
VA,Future hours,202506,52.5
VA,Future delivery time,202506,53.7
VA,Future demand,202506,52.4
VA,Future output prices,202506,63.4
VA,Future input prices,202506,75.1
VT,Current performance,202506,59.2
VT,Revenues,202506,43.6
VT,Employees,202506,42.7
VT,Hours,202506,42.1
VT,Delivery time,202506,49.7
VT,Demand,202506,46.9
VT,Output prices,202506,57.0
VT,Input prices,202506,66.7
VT,Future performance,202506,55.2
VT,Future employees,202506,52.0
VT,Future hours,202506,54.9
VT,Future delivery time,202506,56.1
VT,Future demand,202506,51.9
VT,Future output prices,202506,63.7
VT,Future input prices,202506,73.5
WA,Current performance,202506,49.5
WA,Revenues,202506,40.6
WA,Employees,202506,47.5
WA,Hours,202506,46.0
WA,Delivery time,202506,52.2
WA,Demand,202506,45.1
WA,Output prices,202506,54.8
WA,Input prices,202506,72.0
WA,Future performance,202506,52.3
WA,Future employees,202506,52.0
WA,Future hours,202506,53.8
WA,Future delivery time,202506,57.6
WA,Future demand,202506,56.3
WA,Future output prices,202506,68.0
WA,Future input prices,202506,80.3
WI,Current performance,202506,54.7
WI,Revenues,202506,41.8
WI,Employees,202506,47.5
WI,Hours,202506,46.4
WI,Delivery time,202506,51.5
WI,Demand,202506,45.2
WI,Output prices,202506,56.5
WI,Input prices,202506,70.3
WI,Future performance,202506,56.7
WI,Future employees,202506,55.9
WI,Future hours,202506,56.5
WI,Future delivery time,202506,55.4
WI,Future demand,202506,56.7
WI,Future output prices,202506,66.4
WI,Future input prices,202506,74.3
WV,Current performance,202506,56.3
WV,Revenues,202506,43.9
WV,Employees,202506,50.1
WV,Hours,202506,47.3
WV,Delivery time,202506,51.2
WV,Demand,202506,47.4
WV,Output prices,202506,56.3
WV,Input prices,202506,65.1
WV,Future performance,202506,59.9
WV,Future employees,202506,56.0
WV,Future hours,202506,55.0
WV,Future delivery time,202506,48.9
WV,Future demand,202506,59.8
WV,Future output prices,202506,64.8
WV,Future input prices,202506,71.2
WY,Current performance,202506,52.9
WY,Revenues,202506,33.8
WY,Employees,202506,47.8
WY,Hours,202506,40.0
WY,Delivery time,202506,57.5
WY,Demand,202506,37.2
WY,Output prices,202506,51.6
WY,Input prices,202506,68.5
WY,Future performance,202506,52.3
WY,Future employees,202506,55.0
WY,Future hours,202506,56.2
WY,Future delivery time,202506,62.8
WY,Future demand,202506,57.3
WY,Future output prices,202506,63.1
WY,Future input prices,202506,76.5
,,202506,
"Source: U.S. Census Bureau, Business Trends and Outlook Survey (BTOS) 2023-2025. The Census Bureau has reviewed this data product to ensure appropriate access, use, and disclosure avoidance protection of the confidential source data (Project No. P-7529868, Disclosure Review Board (DRB) approval numbers: CBDRB-FY25-0425).",,202506,
AK,Current performance,202505,53.3
AK,Revenues,202505,36.4
AK,Employees,202505,46.5
AK,Hours,202505,46.1
AK,Delivery time,202505,51.2
AK,Demand,202505,44.3
AK,Output prices,202505,54.5
AK,Input prices,202505,66.9
AK,Future performance,202505,54.9
AK,Future employees,202505,59.5
AK,Future hours,202505,61.8
AK,Future delivery time,202505,53.9
AK,Future demand,202505,60.5
AK,Future output prices,202505,63.3
AK,Future input prices,202505,77.4
AL,Current performance,202505,55.3
AL,Revenues,202505,47.9
AL,Employees,202505,48.8
AL,Hours,202505,48.2
AL,Delivery time,202505,53.0
AL,Demand,202505,49.6
AL,Output prices,202505,55.8
AL,Input prices,202505,67.1
AL,Future performance,202505,58.4
AL,Future employees,202505,54.0
AL,Future hours,202505,53.7
AL,Future delivery time,202505,49.9
AL,Future demand,202505,60.7
AL,Future output prices,202505,62.3
AL,Future input prices,202505,72.8
AR,Current performance,202505,56.5
AR,Revenues,202505,43.1
AR,Employees,202505,49.0
AR,Hours,202505,47.6
AR,Delivery time,202505,52.4
AR,Demand,202505,48.7
AR,Output prices,202505,56.0
AR,Input prices,202505,63.7
AR,Future performance,202505,55.8
AR,Future employees,202505,53.1
AR,Future hours,202505,56.2
AR,Future delivery time,202505,49.8
AR,Future demand,202505,58.3
AR,Future output prices,202505,59.7
AR,Future input prices,202505,70.1
AZ,Current performance,202505,55.4
AZ,Revenues,202505,44.7
AZ,Employees,202505,48.8
AZ,Hours,202505,47.9
AZ,Delivery time,202505,54.5
AZ,Demand,202505,46.4
AZ,Output prices,202505,55.6
AZ,Input prices,202505,69.4
AZ,Future performance,202505,56.3
AZ,Future employees,202505,52.7
AZ,Future hours,202505,52.4
AZ,Future delivery time,202505,56.0
AZ,Future demand,202505,56.9
AZ,Future output prices,202505,62.7
AZ,Future input prices,202505,71.7
CA,Current performance,202505,49.2
CA,Revenues,202505,37.9
CA,Employees,202505,46.4
CA,Hours,202505,44.3
CA,Delivery time,202505,50.1
CA,Demand,202505,40.8
CA,Output prices,202505,54.0
CA,Input prices,202505,67.4
CA,Future performance,202505,50.3
CA,Future employees,202505,50.8
CA,Future hours,202505,50.4
CA,Future delivery time,202505,52.3
CA,Future demand,202505,51.7
CA,Future output prices,202505,62.0
CA,Future input prices,202505,73.3
CO,Current performance,202505,52.0
CO,Revenues,202505,40.3
CO,Employees,202505,46.2
CO,Hours,202505,42.5
CO,Delivery time,202505,51.2
CO,Demand,202505,41.5
CO,Output prices,202505,55.5
CO,Input prices,202505,66.3
CO,Future performance,202505,53.9
CO,Future employees,202505,52.9
CO,Future hours,202505,54.3
CO,Future delivery time,202505,53.3
CO,Future demand,202505,55.3
CO,Future output prices,202505,66.4
CO,Future input prices,202505,75.8
CT,Current performance,202505,54.2
CT,Revenues,202505,38.6
CT,Employees,202505,48.1
CT,Hours,202505,44.0
CT,Delivery time,202505,51.5
CT,Demand,202505,43.7
CT,Output prices,202505,55.7
CT,Input prices,202505,70.5
CT,Future performance,202505,55.2
CT,Future employees,202505,56.9
CT,Future hours,202505,54.5
CT,Future delivery time,202505,55.1
CT,Future demand,202505,56.6
CT,Future output prices,202505,65.0
CT,Future input prices,202505,78.1
DC,Current performance,202505,57.0
DC,Revenues,202505,41.2
DC,Employees,202505,45.3
DC,Hours,202505,44.8
DC,Delivery time,202505,45.3
DC,Demand,202505,37.6
DC,Output prices,202505,51.6
DC,Input prices,202505,64.2
DC,Future performance,202505,56.2
DC,Future employees,202505,54.2
DC,Future hours,202505,52.3
DC,Future delivery time,202505,48.3
DC,Future demand,202505,48.3
DC,Future output prices,202505,58.0
DC,Future input prices,202505,64.0
DE,Current performance,202505,54.2
DE,Revenues,202505,45.3
DE,Employees,202505,50.0
DE,Hours,202505,48.6
DE,Delivery time,202505,53.2
DE,Demand,202505,45.1
DE,Output prices,202505,54.2
DE,Input prices,202505,63.4
DE,Future performance,202505,56.3
DE,Future employees,202505,54.1
DE,Future hours,202505,56.5
DE,Future delivery time,202505,57.8
DE,Future demand,202505,52.7
DE,Future output prices,202505,60.6
DE,Future input prices,202505,65.7
FL,Current performance,202505,52.8
FL,Revenues,202505,41.5
FL,Employees,202505,47.4
FL,Hours,202505,45.5
FL,Delivery time,202505,52.0
FL,Demand,202505,44.0
FL,Output prices,202505,54.5
FL,Input prices,202505,68.2
FL,Future performance,202505,54.0
FL,Future employees,202505,52.5
FL,Future hours,202505,51.1
FL,Future delivery time,202505,54.3
FL,Future demand,202505,52.2
FL,Future output prices,202505,61.2
FL,Future input prices,202505,72.6
GA,Current performance,202505,53.4
GA,Revenues,202505,41.8
GA,Employees,202505,46.9
GA,Hours,202505,45.7
GA,Delivery time,202505,53.7
GA,Demand,202505,44.1
GA,Output prices,202505,55.5
GA,Input prices,202505,66.0
GA,Future performance,202505,56.4
GA,Future employees,202505,54.7
GA,Future hours,202505,54.6
GA,Future delivery time,202505,56.4
GA,Future demand,202505,56.6
GA,Future output prices,202505,62.0
GA,Future input prices,202505,71.3
HI,Current performance,202505,49.0
HI,Revenues,202505,41.6
HI,Employees,202505,44.7
HI,Hours,202505,42.3
HI,Delivery time,202505,48.3
HI,Demand,202505,47.1
HI,Output prices,202505,55.8
HI,Input prices,202505,69.9
HI,Future performance,202505,48.6
HI,Future employees,202505,51.2
HI,Future hours,202505,53.3
HI,Future delivery time,202505,47.8
HI,Future demand,202505,52.9
HI,Future output prices,202505,67.8
HI,Future input prices,202505,72.4
IA,Current performance,202505,54.1
IA,Revenues,202505,39.0
IA,Employees,202505,48.2
IA,Hours,202505,45.4
IA,Delivery time,202505,52.2
IA,Demand,202505,42.7
IA,Output prices,202505,54.7
IA,Input prices,202505,68.2
IA,Future performance,202505,56.0
IA,Future employees,202505,55.5
IA,Future hours,202505,57.9
IA,Future delivery time,202505,56.0
IA,Future demand,202505,58.9
IA,Future output prices,202505,64.5
IA,Future input prices,202505,74.9
ID,Current performance,202505,55.6
ID,Revenues,202505,39.5
ID,Employees,202505,48.2
ID,Hours,202505,44.3
