state,indicator,cycle,index_value
ID,Delivery time,202505,54.5
ID,Demand,202505,45.4
ID,Output prices,202505,54.7
ID,Input prices,202505,66.9
ID,Future performance,202505,56.8
ID,Future employees,202505,58.1
ID,Future hours,202505,59.5
ID,Future delivery time,202505,56.3
ID,Future demand,202505,57.7
ID,Future output prices,202505,64.7
ID,Future input prices,202505,74.8
IL,Current performance,202505,51.1
IL,Revenues,202505,38.7
IL,Employees,202505,47.1
IL,Hours,202505,43.6
IL,Delivery time,202505,52.1
IL,Demand,202505,44.0
IL,Output prices,202505,55.6
IL,Input prices,202505,67.9
IL,Future performance,202505,52.3
IL,Future employees,202505,51.9
IL,Future hours,202505,54.3
IL,Future delivery time,202505,54.4
IL,Future demand,202505,54.9
IL,Future output prices,202505,63.4
IL,Future input prices,202505,74.6
IN,Current performance,202505,55.8
IN,Revenues,202505,42.8
IN,Employees,202505,47.8
IN,Hours,202505,46.2
IN,Delivery time,202505,52.8
IN,Demand,202505,46.5
IN,Output prices,202505,55.5
IN,Input prices,202505,68.2
IN,Future performance,202505,57.3
IN,Future employees,202505,55.8
IN,Future hours,202505,55.0
IN,Future delivery time,202505,53.3
IN,Future demand,202505,58.6
IN,Future output prices,202505,64.9
IN,Future input prices,202505,72.6
KS,Current performance,202505,54.0
KS,Revenues,202505,37.1
KS,Employees,202505,48.6
KS,Hours,202505,42.0
KS,Delivery time,202505,54.6
KS,Demand,202505,43.1
KS,Output prices,202505,56.6
KS,Input prices,202505,67.1
KS,Future performance,202505,54.5
KS,Future employees,202505,55.6
KS,Future hours,202505,54.7
KS,Future delivery time,202505,57.0
KS,Future demand,202505,56.4
KS,Future output prices,202505,63.7
KS,Future input prices,202505,74.5
KY,Current performance,202505,54.8
KY,Revenues,202505,38.8
KY,Employees,202505,46.6
KY,Hours,202505,44.3
KY,Delivery time,202505,57.5
KY,Demand,202505,43.5
KY,Output prices,202505,55.0
KY,Input prices,202505,65.9
KY,Future performance,202505,56.9
KY,Future employees,202505,54.1
KY,Future hours,202505,53.2
KY,Future delivery time,202505,56.3
KY,Future demand,202505,53.8
KY,Future output prices,202505,63.2
KY,Future input prices,202505,75.6
LA,Current performance,202505,53.1
LA,Revenues,202505,44.4
LA,Employees,202505,48.9
LA,Hours,202505,47.4
LA,Delivery time,202505,55.4
LA,Demand,202505,46.2
LA,Output prices,202505,54.1
LA,Input prices,202505,67.3
LA,Future performance,202505,55.0
LA,Future employees,202505,53.7
LA,Future hours,202505,52.8
LA,Future delivery time,202505,57.8
LA,Future demand,202505,55.7
LA,Future output prices,202505,62.2
LA,Future input prices,202505,67.9
MA,Current performance,202505,50.2
MA,Revenues,202505,38.8
MA,Employees,202505,47.4
MA,Hours,202505,44.9
MA,Delivery time,202505,51.2
MA,Demand,202505,42.2
MA,Output prices,202505,53.4
MA,Input prices,202505,63.8
MA,Future performance,202505,52.9
MA,Future employees,202505,55.3
MA,Future hours,202505,55.2
MA,Future delivery time,202505,54.1
MA,Future demand,202505,54.9
MA,Future output prices,202505,63.2
MA,Future input prices,202505,74.8
MD,Current performance,202505,52.0
MD,Revenues,202505,39.9
MD,Employees,202505,46.6
MD,Hours,202505,43.0
MD,Delivery time,202505,52.1
MD,Demand,202505,42.3
MD,Output prices,202505,54.0
MD,Input prices,202505,67.6
MD,Future performance,202505,51.6
MD,Future employees,202505,50.3
MD,Future hours,202505,51.3
MD,Future delivery time,202505,52.9
MD,Future demand,202505,54.0
MD,Future output prices,202505,62.3
MD,Future input prices,202505,75.0
ME,Current performance,202505,58.4
ME,Revenues,202505,38.5
ME,Employees,202505,49.7
ME,Hours,202505,46.0
ME,Delivery time,202505,53.0
ME,Demand,202505,46.5
ME,Output prices,202505,54.9
ME,Input prices,202505,68.5
ME,Future performance,202505,58.1
ME,Future employees,202505,55.9
ME,Future hours,202505,58.3
ME,Future delivery time,202505,58.1
ME,Future demand,202505,59.3
ME,Future output prices,202505,64.9
ME,Future input prices,202505,73.4
MI,Current performance,202505,55.3
MI,Revenues,202505,41.0
MI,Employees,202505,47.1
MI,Hours,202505,43.8
MI,Delivery time,202505,51.4
MI,Demand,202505,44.4
MI,Output prices,202505,55.5
MI,Input prices,202505,66.3
MI,Future performance,202505,56.4
MI,Future employees,202505,55.0
MI,Future hours,202505,55.8
MI,Future delivery time,202505,55.5
MI,Future demand,202505,58.1
MI,Future output prices,202505,66.0
MI,Future input prices,202505,75.5
MN,Current performance,202505,51.4
MN,Revenues,202505,39.5
MN,Employees,202505,45.7
MN,Hours,202505,44.1
MN,Delivery time,202505,52.1
MN,Demand,202505,45.8
MN,Output prices,202505,55.3
MN,Input prices,202505,65.2
MN,Future performance,202505,52.7
MN,Future employees,202505,53.8
MN,Future hours,202505,55.5
MN,Future delivery time,202505,55.5
MN,Future demand,202505,55.0
MN,Future output prices,202505,63.4
MN,Future input prices,202505,75.3
MO,Current performance,202505,52.9
MO,Revenues,202505,39.3
MO,Employees,202505,47.0
MO,Hours,202505,41.5
MO,Delivery time,202505,53.9
MO,Demand,202505,43.8
MO,Output prices,202505,53.6
MO,Input prices,202505,69.8
MO,Future performance,202505,55.3
MO,Future employees,202505,53.3
MO,Future hours,202505,55.2
MO,Future delivery time,202505,55.5
MO,Future demand,202505,57.0
MO,Future output prices,202505,66.8
MO,Future input prices,202505,77.9
MS,Current performance,202505,55.7
MS,Revenues,202505,46.0
MS,Employees,202505,46.7
MS,Hours,202505,44.8
MS,Delivery time,202505,56.4
MS,Demand,202505,48.6
MS,Output prices,202505,55.2
MS,Input prices,202505,68.6
MS,Future performance,202505,57.9
MS,Future employees,202505,53.4
MS,Future hours,202505,54.9
MS,Future delivery time,202505,48.9
MS,Future demand,202505,63.5
MS,Future output prices,202505,62.0
MS,Future input prices,202505,67.9
MT,Current performance,202505,55.9
MT,Revenues,202505,42.9
MT,Employees,202505,49.2
MT,Hours,202505,44.3
MT,Delivery time,202505,55.8
MT,Demand,202505,46.6
MT,Output prices,202505,54.7
MT,Input prices,202505,65.5
MT,Future performance,202505,58.6
MT,Future employees,202505,58.1
MT,Future hours,202505,55.7
MT,Future delivery time,202505,56.8
MT,Future demand,202505,60.4
MT,Future output prices,202505,64.4
MT,Future input prices,202505,72.2
NC,Current performance,202505,55.3
NC,Revenues,202505,42.7
NC,Employees,202505,48.0
NC,Hours,202505,45.8
NC,Delivery time,202505,53.1
NC,Demand,202505,45.2
NC,Output prices,202505,55.1
NC,Input prices,202505,67.8
NC,Future performance,202505,57.0
NC,Future employees,202505,53.4
NC,Future hours,202505,53.6
NC,Future delivery time,202505,54.0
NC,Future demand,202505,56.5
NC,Future output prices,202505,61.6
NC,Future input prices,202505,71.9
ND,Current performance,202505,55.4
ND,Revenues,202505,38.2
ND,Employees,202505,46.2
ND,Hours,202505,44.1
ND,Delivery time,202505,52.9
ND,Demand,202505,40.9
ND,Output prices,202505,51.8
ND,Input prices,202505,62.5
ND,Future performance,202505,59.5
ND,Future employees,202505,55.4
ND,Future hours,202505,58.7
ND,Future delivery time,202505,46.8
ND,Future demand,202505,62.3
ND,Future output prices,202505,60.7
ND,Future input prices,202505,67.6
NE,Current performance,202505,54.4
NE,Revenues,202505,38.2
NE,Employees,202505,45.0
NE,Hours,202505,42.1
NE,Delivery time,202505,53.4
NE,Demand,202505,47.2
NE,Output prices,202505,51.2
NE,Input prices,202505,64.2
NE,Future performance,202505,54.1
NE,Future employees,202505,51.4
NE,Future hours,202505,51.1
NE,Future delivery time,202505,56.3
NE,Future demand,202505,50.6
NE,Future output prices,202505,62.3
NE,Future input prices,202505,72.4
NH,Current performance,202505,54.2
NH,Revenues,202505,39.9
NH,Employees,202505,46.4
NH,Hours,202505,45.9
NH,Delivery time,202505,51.1
NH,Demand,202505,41.9
NH,Output prices,202505,55.2
NH,Input prices,202505,63.5
NH,Future performance,202505,56.6
NH,Future employees,202505,53.1
NH,Future hours,202505,55.4
NH,Future delivery time,202505,56.3
NH,Future demand,202505,59.4
NH,Future output prices,202505,65.6
NH,Future input prices,202505,77.3
NJ,Current performance,202505,51.4
NJ,Revenues,202505,40.2
NJ,Employees,202505,47.5
NJ,Hours,202505,46.8
NJ,Delivery time,202505,51.8
NJ,Demand,202505,43.3
NJ,Output prices,202505,54.1
NJ,Input prices,202505,64.6
NJ,Future performance,202505,53.1
NJ,Future employees,202505,52.1
NJ,Future hours,202505,52.3
NJ,Future delivery time,202505,54.5
NJ,Future demand,202505,54.6
NJ,Future output prices,202505,62.6
NJ,Future input prices,202505,70.4
NM,Current performance,202505,50.9
NM,Revenues,202505,38.2
NM,Employees,202505,45.8
NM,Hours,202505,44.7
NM,Delivery time,202505,52.6
NM,Demand,202505,42.6
NM,Output prices,202505,51.6
NM,Input prices,202505,65.1
NM,Future performance,202505,51.9
NM,Future employees,202505,53.0
NM,Future hours,202505,54.3
NM,Future delivery time,202505,55.6
NM,Future demand,202505,56.5
NM,Future output prices,202505,60.9
NM,Future input prices,202505,70.3
NV,Current performance,202505,51.4
NV,Revenues,202505,37.4
NV,Employees,202505,47.2
NV,Hours,202505,42.5
NV,Delivery time,202505,52.2
NV,Demand,202505,41.3
NV,Output prices,202505,56.2
NV,Input prices,202505,66.5
NV,Future performance,202505,52.7
NV,Future employees,202505,53.3
NV,Future hours,202505,52.5
NV,Future delivery time,202505,53.3
NV,Future demand,202505,54.9
NV,Future output prices,202505,62.7
NV,Future input prices,202505,72.3
NY,Current performance,202505,49.3
NY,Revenues,202505,39.2
NY,Employees,202505,46.8
NY,Hours,202505,46.2
NY,Delivery time,202505,51.8
NY,Demand,202505,41.9
NY,Output prices,202505,55.1
NY,Input prices,202505,66.3
NY,Future performance,202505,50.5
NY,Future employees,202505,52.6
NY,Future hours,202505,52.1
NY,Future delivery time,202505,54.2
NY,Future demand,202505,52.4
NY,Future output prices,202505,62.8
NY,Future input prices,202505,73.3
OH,Current performance,202505,53.3
OH,Revenues,202505,41.0
OH,Employees,202505,48.5
OH,Hours,202505,45.7
OH,Delivery time,202505,52.4
OH,Demand,202505,44.9
OH,Output prices,202505,56.3
OH,Input prices,202505,69.3
OH,Future performance,202505,54.1
OH,Future employees,202505,56.9
OH,Future hours,202505,56.2
OH,Future delivery time,202505,53.6
OH,Future demand,202505,56.2
OH,Future output prices,202505,65.5
OH,Future input prices,202505,75.1
OK,Current performance,202505,56.2
OK,Revenues,202505,41.6
OK,Employees,202505,46.9
OK,Hours,202505,43.2
OK,Delivery time,202505,53.2
OK,Demand,202505,44.7
OK,Output prices,202505,55.2
OK,Input prices,202505,65.0
OK,Future performance,202505,58.1
OK,Future employees,202505,52.3
OK,Future hours,202505,54.1
OK,Future delivery time,202505,52.0
OK,Future demand,202505,56.0
OK,Future output prices,202505,62.8
OK,Future input prices,202505,71.8
OR,Current performance,202505,51.5
OR,Revenues,202505,40.8
OR,Employees,202505,47.0
OR,Hours,202505,43.6
OR,Delivery time,202505,53.2
OR,Demand,202505,43.8
OR,Output prices,202505,55.7
OR,Input prices,202505,68.7
OR,Future performance,202505,55.1
OR,Future employees,202505,53.9
OR,Future hours,202505,56.3
OR,Future delivery time,202505,57.4
OR,Future demand,202505,55.9
OR,Future output prices,202505,65.2
OR,Future input prices,202505,76.7
PA,Current performance,202505,51.8
PA,Revenues,202505,39.4
PA,Employees,202505,46.3
PA,Hours,202505,44.8
PA,Delivery time,202505,51.3
PA,Demand,202505,42.4
PA,Output prices,202505,55.8
PA,Input prices,202505,68.3
PA,Future performance,202505,53.2
PA,Future employees,202505,55.1
PA,Future hours,202505,54.2
PA,Future delivery time,202505,56.0
PA,Future demand,202505,56.8
PA,Future output prices,202505,65.1
PA,Future input prices,202505,76.3
RI,Current performance,202505,51.7
RI,Revenues,202505,42.9
RI,Employees,202505,50.6
RI,Hours,202505,49.6
RI,Delivery time,202505,52.2
RI,Demand,202505,45.7
RI,Output prices,202505,57.9
RI,Input prices,202505,72.8
RI,Future performance,202505,56.9
RI,Future employees,202505,61.4
RI,Future hours,202505,60.4
RI,Future delivery time,202505,53.9
RI,Future demand,202505,57.8
RI,Future output prices,202505,65.7
RI,Future input prices,202505,78.8
SC,Current performance,202505,53.7
SC,Revenues,202505,43.7
SC,Employees,202505,50.6
SC,Hours,202505,49.8
SC,Delivery time,202505,53.9
SC,Demand,202505,47.5
SC,Output prices,202505,53.8
SC,Input prices,202505,66.9
SC,Future performance,202505,56.5
SC,Future employees,202505,55.2
SC,Future hours,202505,54.0
SC,Future delivery time,202505,54.4
SC,Future demand,202505,58.4
SC,Future output prices,202505,64.0
SC,Future input prices,202505,71.0
SD,Current performance,202505,57.8
SD,Revenues,202505,39.4
SD,Employees,202505,48.3
SD,Hours,202505,46.8
SD,Delivery time,202505,57.2
SD,Demand,202505,42.2
SD,Output prices,202505,56.1
SD,Input prices,202505,69.0
SD,Future performance,202505,55.6
SD,Future employees,202505,46.6
SD,Future hours,202505,51.7
SD,Future delivery time,202505,52.5
SD,Future demand,202505,55.6
SD,Future output prices,202505,59.5
SD,Future input prices,202505,76.8
TN,Current performance,202505,55.0
TN,Revenues,202505,40.9
TN,Employees,202505,48.1
TN,Hours,202505,44.3
TN,Delivery time,202505,51.7
TN,Demand,202505,44.4
TN,Output prices,202505,54.0
TN,Input prices,202505,69.0
TN,Future performance,202505,55.9
TN,Future employees,202505,53.8
TN,Future hours,202505,55.1
TN,Future delivery time,202505,53.7
TN,Future demand,202505,59.2
TN,Future output prices,202505,62.4
TN,Future input prices,202505,74.1
TX,Current performance,202505,50.5
TX,Revenues,202505,40.2
TX,Employees,202505,47.6
TX,Hours,202505,46.1
TX,Delivery time,202505,53.2
TX,Demand,202505,42.4
TX,Output prices,202505,53.3
TX,Input prices,202505,66.5
TX,Future performance,202505,53.1
TX,Future employees,202505,52.9
TX,Future hours,202505,52.4
TX,Future delivery time,202505,54.1
TX,Future demand,202505,55.5
TX,Future output prices,202505,60.6
TX,Future input prices,202505,71.8
UT,Current performance,202505,53.5
UT,Revenues,202505,44.1
UT,Employees,202505,49.4
UT,Hours,202505,47.3
UT,Delivery time,202505,54.9
UT,Demand,202505,48.2
UT,Output prices,202505,53.8
UT,Input prices,202505,62.0
UT,Future performance,202505,55.9
UT,Future employees,202505,53.7
UT,Future hours,202505,55.5
UT,Future delivery time,202505,56.2
UT,Future demand,202505,58.4
UT,Future output prices,202505,64.0
UT,Future input prices,202505,73.3
VA,Current performance,202505,53.5
VA,Revenues,202505,39.1
VA,Employees,202505,47.7
VA,Hours,202505,44.7
VA,Delivery time,202505,51.3
VA,Demand,202505,42.9
VA,Output prices,202505,54.3
VA,Input prices,202505,67.5
VA,Future performance,202505,54.7
VA,Future employees,202505,53.6
VA,Future hours,202505,54.4
VA,Future delivery time,202505,56.2
VA,Future demand,202505,56.2
VA,Future output prices,202505,63.9
VA,Future input prices,202505,75.1
VT,Current performance,202505,59.7
VT,Revenues,202505,46.2
VT,Employees,202505,49.3
VT,Hours,202505,51.0
VT,Delivery time,202505,55.0
VT,Demand,202505,54.0
VT,Output prices,202505,54.6
VT,Input prices,202505,69.2
VT,Future performance,202505,57.7
VT,Future employees,202505,52.4
VT,Future hours,202505,51.2
VT,Future delivery time,202505,60.2
VT,Future demand,202505,55.4
VT,Future output prices,202505,67.2
VT,Future input prices,202505,75.9
WA,Current performance,202505,49.4
WA,Revenues,202505,38.1
WA,Employees,202505,47.2
WA,Hours,202505,43.7
WA,Delivery time,202505,51.8
WA,Demand,202505,42.8
WA,Output prices,202505,53.4
WA,Input prices,202505,68.4
WA,Future performance,202505,52.0
WA,Future employees,202505,52.9
WA,Future hours,202505,55.2
WA,Future delivery time,202505,55.6
WA,Future demand,202505,53.8
WA,Future output prices,202505,65.0
WA,Future input prices,202505,75.5
WI,Current performance,202505,56.2
WI,Revenues,202505,41.1
WI,Employees,202505,48.7
WI,Hours,202505,45.3
WI,Delivery time,202505,51.5
WI,Demand,202505,46.0
WI,Output prices,202505,56.7
WI,Input prices,202505,67.6
WI,Future performance,202505,56.6
WI,Future employees,202505,56.6
WI,Future hours,202505,57.5
WI,Future delivery time,202505,54.4
WI,Future demand,202505,59.8
WI,Future output prices,202505,66.5
WI,Future input prices,202505,76.3
WV,Current performance,202505,53.5
WV,Revenues,202505,39.8
WV,Employees,202505,49.5
WV,Hours,202505,43.6
WV,Delivery time,202505,55.2
WV,Demand,202505,44.8
WV,Output prices,202505,52.1
WV,Input prices,202505,64.7
WV,Future performance,202505,53.8
WV,Future employees,202505,53.5
WV,Future hours,202505,54.5
WV,Future delivery time,202505,52.7
WV,Future demand,202505,56.6
WV,Future output prices,202505,57.2
WV,Future input prices,202505,67.9
WY,Current performance,202505,53.8
WY,Revenues,202505,41.9
WY,Employees,202505,46.6
WY,Hours,202505,40.9
WY,Delivery time,202505,54.4
WY,Demand,202505,46.8
WY,Output prices,202505,55.1
WY,Input prices,202505,69.5
WY,Future performance,202505,57.7
WY,Future employees,202505,57.5
WY,Future hours,202505,55.7
WY,Future delivery time,202505,57.3
WY,Future demand,202505,54.8
WY,Future output prices,202505,64.4
WY,Future input prices,202505,76.0
,,202505,
"Source: U.S. Census Bureau, Business Trends and Outlook Survey (BTOS) 2023-2025. The Census Bureau has reviewed this data product to ensure appropriate access, use, and disclosure avoidance protection of the confidential source data (Project No. P-7529868, Disclosure Review Board (DRB) approval numbers: CBDRB-FY25-0425).",,202505,
AK,Current performance,202504,55.0
AK,Revenues,202504,36.7
AK,Employees,202504,48.2
AK,Hours,202504,47.8
AK,Delivery time,202504,56.2
AK,Demand,202504,48.1
AK,Output prices,202504,54.2
AK,Input prices,202504,64.5
AK,Future performance,202504,56.9
AK,Future employees,202504,57.5
AK,Future hours,202504,55.6
AK,Future delivery time,202504,63.6
AK,Future demand,202504,62.1
AK,Future output prices,202504,63.4
AK,Future input prices,202504,70.8
AL,Current performance,202504,54.0
AL,Revenues,202504,42.7
AL,Employees,202504,46.5
AL,Hours,202504,46.8
AL,Delivery time,202504,51.9
AL,Demand,202504,44.4
AL,Output prices,202504,54.7
AL,Input prices,202504,63.8
